"chrs","pos"
2,61625000
2,61875000
2,66625000
2,66875000
2,68375000
2,68625000
2,68875000
2,69125000
2,69375000
2,69625000
2,69875000
2,70125000
2,70375000
2,70625000
2,70875000
2,71125000
2,71375000
2,71625000
2,71875000
2,72125000
2,72625000
2,73125000
2,73375000
2,73625000
2,73875000
2,74125000
2,74375000
2,74625000
2,74875000
2,75125000
2,75375000
2,75875000
2,76375000
2,77625000
2,78625000
2,79375000
2,80875000
2,83125000
2,84875000
2,85125000
2,85375000
2,85625000
2,85875000
2,86375000
2,86625000
2,86875000
2,87125000
2,87375000
2,87625000
2,87875000
2,88125000
2,88375000
2,88875000
2,89125000
2,89375000
2,89625000
2,89875000
2,90375000
2,91625000
2,91875000
2,92125000
2,92375000
2,95625000
2,95875000
2,96125000
2,96375000
2,96625000
2,96875000
2,97125000
2,97375000
2,97625000
2,97875000
2,98125000
2,98375000
2,98625000
2,98875000
2,99125000
2,99375000
2,99875000
2,100125000
2,100375000
2,100875000
2,101125000
2,101375000
2,101625000
2,101875000
2,102125000
2,102375000
2,102625000
2,102875000
2,103125000
2,103375000
2,104125000
2,105375000
2,105625000
2,105875000
2,106625000
2,106875000
2,107125000
2,107375000
2,107625000
2,108375000
2,108625000
2,109125000
2,109375000
2,109625000
2,110125000
2,110375000
2,110625000
2,111125000
2,111375000
2,111625000
2,111875000
2,112125000
2,112625000
2,112875000
2,113125000
2,113375000
2,113625000
2,113875000
2,114125000
2,114375000
2,114625000
2,116375000
2,116625000
2,118625000
2,118875000
2,119625000
2,120375000
2,120625000
2,120875000
2,121125000
2,121625000
2,121875000
2,122125000
2,122375000
2,124375000
2,124875000
2,125125000
2,125375000
2,125625000
2,126875000
2,127875000
2,128125000
2,128375000
2,128625000
2,128875000
2,129125000
2,129375000
2,130375000
2,130625000
2,130875000
2,131125000
2,131375000
2,131625000
2,131875000
2,132125000
2,132375000
2,132625000
2,132875000
2,133125000
2,133375000
2,133625000
2,135125000
2,135375000
2,135625000
2,135875000
2,136125000
2,136375000
2,136625000
2,136875000
2,137125000
2,137875000
2,138125000
2,138375000
2,138625000
2,138875000
2,139125000
2,139375000
2,140875000
2,141125000
2,141375000
2,141625000
2,141875000
2,142125000
2,143875000
2,144125000
2,144875000
2,145125000
2,146625000
2,148625000
2,149125000
2,149625000
2,150125000
2,150375000
2,152125000
2,152375000
2,152625000
2,152875000
2,153375000
2,153625000
2,154375000
2,154625000
2,154875000
2,155375000
2,155625000
2,156125000
2,158125000
2,158375000
2,158625000
2,158875000
2,159125000
2,159375000
2,159625000
2,159875000
2,160125000
2,160375000
2,160625000
2,160875000
2,161125000
2,162125000
2,162875000
2,163125000
2,163375000
2,163625000
2,164375000
2,165375000
2,165875000
2,166125000
2,166625000
2,166875000
2,167125000
2,167375000
2,168625000
2,168875000
2,169125000
2,169625000
2,169875000
2,170125000
2,170375000
2,170625000
2,170875000
2,171125000
2,171375000
2,171625000
2,171875000
2,172125000
2,172375000
2,172625000
2,172875000
2,173375000
2,173625000
2,173875000
2,174125000
2,174375000
2,175125000
2,175375000
2,175625000
2,176875000
2,177125000
2,177625000
2,178125000
2,178375000
2,178625000
2,178875000
2,179125000
2,179375000
2,179625000
2,179875000
2,180125000
2,180375000
2,180625000
2,180875000
2,181875000
2,182375000
2,182625000
2,182875000
2,183125000
2,183875000
2,184125000
2,185875000
2,186375000
2,186625000
2,187375000
2,187625000
2,188125000
2,188375000
2,188625000
2,189125000
2,189875000
2,190375000
2,190625000
2,191125000
2,191375000
2,191625000
2,191875000
2,192125000
2,192375000
2,193125000
2,194125000
2,196625000
2,196875000
2,197125000
2,197625000
2,197875000
2,198125000
2,198375000
2,198625000
2,198875000
2,200625000
2,201375000
2,201625000
2,201875000
2,202125000
2,202375000
2,202625000
2,203125000
2,203625000
2,203875000
2,204125000
2,204625000
2,204875000
2,205875000
2,206125000
2,206375000
2,206625000
2,206875000
2,207125000
2,207375000
2,207625000
2,207875000
2,208375000
2,208625000
2,208875000
2,209125000
2,209375000
2,210125000
2,210375000
2,210625000
2,210875000
2,211125000
2,211375000
2,211625000
2,212375000
2,212625000
2,212875000
2,213875000
2,214125000
2,214625000
2,214875000
2,215125000
2,215625000
2,215875000
2,216125000
2,216375000
2,216875000
2,217375000
2,218625000
2,218875000
2,219125000
2,219375000
2,219625000
2,219875000
2,220125000
2,220375000
2,220625000
2,222375000
2,223125000
2,223375000
2,223625000
2,223875000
2,224625000
2,224875000
2,225375000
2,225625000
2,225875000
2,226375000
2,226625000
2,227625000
2,227875000
2,228125000
2,228375000
2,228625000
2,228875000
2,229125000
2,230125000
2,230625000
2,231125000
2,231375000
2,231625000
2,231875000
2,232125000
2,232375000
2,232625000
2,232875000
2,233125000
2,233375000
2,233625000
2,233875000
2,234125000
2,234375000
2,234625000
2,234875000
2,235375000
2,235875000
2,236125000
2,236625000
2,236875000
2,237125000
2,237375000
2,238125000
2,238375000
2,238625000
2,238875000
2,239125000
2,239375000
2,239625000
2,240125000
2,240625000
2,240875000
2,241125000
2,241375000
2,241625000
2,241875000
2,242125000
2,242375000
2,242625000
2,242875000
3,375000
3,1375000
3,2375000
3,2875000
3,3125000
3,3875000
3,4125000
3,4375000
3,4625000
3,4875000
3,5125000
3,5625000
3,6875000
3,7375000
3,7625000
3,8125000
3,8625000
3,8875000
3,9125000
3,9375000
3,9625000
3,9875000
3,10125000
3,10375000
3,10875000
3,11125000
3,11375000
3,11625000
3,11875000
3,12125000
3,12375000
3,12625000
3,12875000
3,13375000
3,13625000
3,13875000
3,14125000
3,14375000
3,14625000
3,14875000
3,15125000
3,15375000
3,15625000
3,15875000
3,16125000
3,16375000
3,16625000
3,17125000
3,17375000
3,18375000
3,18625000
3,19375000
3,19875000
3,20125000
3,21375000
3,22375000
3,22625000
3,23125000
3,23625000
3,23875000
3,24125000
3,25625000
3,25875000
3,26125000
3,26875000
3,27125000
3,27875000
3,28625000
3,29625000
3,29875000
3,30125000
3,30375000
3,30625000
3,31125000
3,31375000
3,31625000
3,32125000
3,32375000
3,32625000
3,32875000
3,33125000
3,33375000
3,33625000
3,33875000
3,34875000
3,36625000
3,36875000
3,37125000
3,37375000
3,37625000
3,38125000
3,38375000
3,38625000
3,38875000
3,39125000
3,39375000
3,39625000
3,40125000
3,40375000
3,40625000
3,41125000
3,41375000
3,41625000
3,41875000
3,42125000
3,42375000
3,43875000
3,44375000
3,44625000
3,44875000
3,45125000
3,45625000
3,45875000
3,46125000
3,46375000
3,46625000
3,46875000
3,47125000
3,47375000
3,47625000
3,47875000
3,48125000
3,48375000
3,48625000
3,48875000
3,49125000
3,49375000
3,49625000
3,49875000
3,50125000
3,50375000
3,50625000
3,50875000
3,51375000
3,51875000
3,52125000
3,52375000
3,52625000
3,52875000
3,53125000
3,53375000
3,53875000
3,54125000
3,54625000
3,54875000
3,55125000
3,55875000
3,56125000
3,56625000
3,56875000
3,57125000
3,57375000
3,57625000
3,57875000
3,58125000
3,58375000
3,58625000
3,58875000
3,59875000
3,60625000
3,60875000
3,61625000
3,62125000
3,62375000
3,62625000
3,62875000
3,63375000
3,63625000
3,63875000
3,64125000
3,64625000
3,65375000
3,66375000
3,67625000
3,68125000
3,69125000
3,69625000
3,70375000
3,70625000
3,71125000
3,71625000
3,72125000
3,72875000
3,73125000
3,73375000
3,74125000
3,74375000
3,75375000
3,75625000
3,75875000
3,77375000
3,77625000
3,78625000
3,78875000
3,81625000
3,82875000
3,83375000
3,86125000
3,87375000
3,88125000
3,88875000
3,89375000
3,89625000
3,90375000
3,93625000
3,93875000
3,95375000
3,95875000
3,97375000
3,97625000
3,97875000
3,98125000
3,98375000
3,98625000
3,99625000
3,99875000
3,100125000
3,100375000
3,100625000
3,100875000
3,101125000
3,101375000
3,101625000
3,102125000
3,103875000
3,105375000
3,105625000
3,106375000
3,106875000
3,107125000
3,107375000
3,107625000
3,107875000
3,108125000
3,108375000
3,108625000
3,108875000
3,109125000
3,109625000
3,110375000
3,111375000
3,111625000
3,111875000
3,112125000
3,112375000
3,112625000
3,113125000
3,113375000
3,113625000
3,113875000
3,114125000
3,115625000
3,116375000
3,116625000
3,118875000
3,119375000
3,119625000
3,119875000
3,120125000
3,120375000
3,120625000
3,120875000
3,121125000
3,121375000
3,121625000
3,122125000
3,122375000
3,122625000
3,122875000
3,123125000
3,123625000
3,123875000
3,124125000
3,124375000
3,124625000
3,124875000
3,125125000
3,125375000
3,125625000
3,125875000
3,126125000
3,126375000
3,126625000
3,126875000
3,127125000
3,127375000
3,127875000
3,128125000
3,128375000
3,128625000
3,128875000
3,129125000
3,129375000
3,129625000
3,129875000
3,130125000
3,130375000
3,130625000
3,130875000
3,131125000
3,131375000
3,132125000
3,132375000
3,133125000
3,133375000
3,133625000
3,133875000
3,134375000
3,134625000
3,134875000
3,135625000
3,135875000
3,136125000
3,136375000
3,136625000
3,137625000
3,137875000
3,138125000
3,138375000
3,138625000
3,139125000
3,139375000
3,140125000
3,140375000
3,140875000
3,141125000
3,141375000
3,141625000
3,141875000
3,142125000
3,142375000
3,142625000
3,142875000
3,143375000
3,143625000
3,145625000
3,145875000
3,146125000
3,146375000
3,147125000
3,148375000
3,148625000
3,148875000
3,149125000
3,149375000
3,149625000
3,149875000
3,150375000
3,150625000
3,151125000
3,151375000
3,151625000
3,153875000
3,154125000
3,154875000
3,155125000
3,155375000
3,156125000
3,156375000
3,157125000
3,157375000
3,157875000
3,158375000
3,158625000
3,158875000
3,159625000
3,159875000
3,160125000
3,160375000
3,160625000
3,160875000
3,161125000
3,162375000
3,164625000
3,164875000
3,165375000
3,166625000
3,166875000
3,167125000
3,167625000
3,167875000
3,168375000
3,168875000
3,169375000
3,169875000
3,170625000
3,170875000
3,171125000
3,171375000
3,172125000
3,172625000
3,172875000
3,173375000
3,174875000
3,175125000
3,175625000
3,175875000
3,176625000
3,176875000
3,177125000
3,177875000
3,178125000
3,178875000
3,179125000
3,179375000
3,179625000
3,180125000
3,180375000
3,180625000
3,181625000
3,182375000
3,182625000
3,182875000
3,183125000
3,183375000
3,183625000
3,183875000
3,184125000
3,184375000
3,184625000
3,184875000
3,185625000
3,185875000
3,186125000
3,186375000
3,186625000
3,186875000
3,187125000
3,187375000
3,187875000
3,188375000
3,188625000
3,188875000
3,189125000
3,189625000
3,189875000
3,190125000
3,190375000
3,190625000
3,190875000
3,192125000
3,192375000
3,192875000
3,193125000
3,193375000
3,193625000
3,193875000
3,194125000
3,194375000
3,194875000
3,195125000
3,195375000
3,195625000
3,195875000
3,196125000
3,196375000
3,196625000
3,196875000
3,197125000
3,197375000
4,125000
4,625000
4,875000
4,1125000
4,1375000
4,1625000
4,1875000
4,2125000
4,2375000
4,2875000
4,3125000
4,3375000
4,3625000
4,3875000
4,4125000
4,4375000
4,4875000
4,5125000
4,5375000
4,5625000
4,5875000
4,6125000
4,6375000
4,6625000
4,6875000
4,7125000
4,7375000
4,7625000
4,7875000
4,8125000
4,8375000
4,8625000
4,8875000
4,9125000
4,9375000
4,9625000
4,9875000
4,10125000
4,10375000
4,10625000
4,11375000
4,13375000
4,13625000
4,15375000
4,15625000
4,15875000
4,16125000
4,16375000
4,16625000
4,17375000
4,17625000
4,17875000
4,19875000
4,20375000
4,20625000
4,20875000
4,22375000
4,22625000
4,23875000
4,24625000
4,24875000
4,25125000
4,25375000
4,25625000
4,25875000
4,26125000
4,26375000
4,26875000
4,27625000
4,27875000
4,28875000
4,30625000
4,30875000
4,36125000
4,36375000
4,37375000
4,37625000
4,37875000
4,38875000
4,39125000
4,39375000
4,39625000
4,39875000
4,40125000
4,40375000
4,40875000
4,41625000
4,41875000
4,42125000
4,42375000
4,42625000
4,42875000
4,43125000
4,43375000
4,44125000
4,44875000
4,46125000
4,46375000
4,47125000
4,47375000
4,47625000
4,47875000
4,48125000
4,48375000
4,48625000
4,48875000
4,49125000
4,49375000
4,49625000
4,52875000
4,54125000
4,54375000
4,54625000
4,54875000
4,55125000
4,55625000
4,55875000
4,56125000
4,56375000
4,56625000
4,56875000
4,57125000
4,57375000
4,57625000
4,57875000
4,58875000
4,59375000
4,62375000
4,62625000
4,62875000
4,63375000
4,63625000
4,64125000
4,65125000
4,66125000
4,68375000
4,71125000
4,71375000
4,71625000
4,72375000
4,72625000
4,73375000
4,73625000
4,73875000
4,74125000
4,74375000
4,74625000
4,74875000
4,75125000
4,75625000
4,76125000
4,76375000
4,76875000
4,77125000
4,77375000
4,77625000
4,77875000
4,78875000
4,79125000
4,79375000
4,79625000
4,80375000
4,80875000
4,83125000
4,83375000
4,83625000
4,83875000
4,84125000
4,84375000
4,84625000
4,85375000
4,85625000
4,86125000
4,86875000
4,87125000
4,87625000
4,87875000
4,88125000
4,88375000
4,88625000
4,88875000
4,89125000
4,89375000
4,89625000
4,90125000
4,90875000
4,92125000
4,93125000
4,93375000
4,94125000
4,94375000
4,94625000
4,95125000
4,95375000
4,95625000
4,96125000
4,97125000
4,98875000
4,99125000
4,99375000
4,99875000
4,100125000
4,100375000
4,100625000
4,100875000
4,101125000
4,101375000
4,101625000
4,102125000
4,102375000
4,102875000
4,103125000
4,103625000
4,103875000
4,104125000
4,104375000
4,106125000
4,106375000
4,106625000
4,106875000
4,107375000
4,107875000
4,108125000
4,108625000
4,109375000
4,109625000
4,109875000
4,110375000
4,110625000
4,110875000
4,111125000
4,111375000
4,113125000
4,113375000
4,113625000
4,114125000
4,114375000
4,116875000
4,117125000
4,117625000
4,119125000
4,119625000
4,119875000
4,121625000
4,121875000
4,122375000
4,122625000
4,122875000
4,123125000
4,123375000
4,123625000
4,123875000
4,124125000
4,124375000
4,125375000
4,126125000
4,126375000
4,126625000
4,127375000
4,128625000
4,128875000
4,129125000
4,129375000
4,129875000
4,130125000
4,133125000
4,134375000
4,135875000
4,136375000
4,138375000
4,139125000
4,139375000
4,139875000
4,140125000
4,140375000
4,140875000
4,141625000
4,141875000
4,142875000
4,143125000
4,143375000
4,144375000
4,144625000
4,144875000
4,145125000
4,146125000
4,146375000
4,146625000
4,146875000
4,147125000
4,147625000
4,147875000
4,148375000
4,148875000
4,149125000
4,149375000
4,149625000
4,151125000
4,151375000
4,152125000
4,152625000
4,153625000
4,153875000
4,154125000
4,154375000
4,154625000
4,155125000
4,155375000
4,155625000
4,156125000
4,156375000
4,156875000
4,157625000
4,158125000
4,158375000
4,158625000
4,159125000
4,159375000
4,159625000
4,159875000
4,160375000
4,162375000
4,163125000
4,164125000
4,164375000
4,164625000
4,165625000
4,165875000
4,166375000
4,166625000
4,166875000
4,167125000
4,167625000
4,168875000
4,169125000
4,169375000
4,169625000
4,170125000
4,170375000
4,170625000
4,171625000
4,173125000
4,173375000
4,174625000
4,175125000
4,175375000
4,176125000
4,177125000
4,177625000
4,178125000
4,178375000
4,178875000
4,182375000
4,183625000
4,183875000
4,184125000
4,184375000
4,184625000
4,184875000
4,185125000
4,185375000
4,185625000
4,185875000
4,186375000
4,186625000
4,187125000
4,187625000
4,188375000
4,188875000
4,189125000
4,189625000
4,190875000
4,191077138
5,125000
5,375000
5,625000
5,875000
5,1125000
5,1375000
5,1625000
5,2875000
5,3625000
5,5125000
5,6125000
5,6625000
5,7375000
5,7625000
5,7875000
5,8375000
5,9125000
5,9375000
5,10125000
5,10375000
5,10625000
5,10875000
5,11125000
5,13625000
5,13875000
5,14375000
5,14625000
5,14875000
5,16125000
5,16375000
5,16625000
5,16875000
5,17375000
5,19625000
5,22125000
5,22625000
5,23375000
5,23625000
5,24125000
5,24375000
5,24625000
5,25125000
5,25625000
5,25875000
5,27375000
5,28875000
5,29625000
5,30375000
5,30625000
5,31125000
5,31375000
5,31625000
5,32125000
5,32375000
5,32625000
5,33125000
5,33375000
5,33625000
5,33875000
5,34125000
5,34625000
5,34875000
5,35125000
5,35625000
5,35875000
5,36125000
5,36375000
5,36625000
5,37125000
5,37375000
5,37625000
5,38375000
5,38625000
5,39125000
5,39375000
5,39625000
5,39875000
5,40875000
5,41125000
5,41375000
5,42625000
5,42875000
5,43125000
5,43625000
5,44125000
5,44375000
5,49625000
5,50625000
5,51625000
5,52125000
5,52375000
5,52875000
5,53375000
5,53625000
5,53875000
5,54375000
5,54625000
5,54875000
5,55125000
5,55375000
5,55625000
5,55875000
5,56125000
5,56375000
5,56625000
5,57875000
5,58125000
5,58375000
5,58625000
5,59875000
5,60125000
5,60375000
5,60875000
5,62125000
5,62875000
5,63875000
5,64125000
5,64375000
5,64875000
5,65125000
5,65375000
5,65875000
5,66125000
5,66375000
5,67125000
5,67625000
5,68375000
5,68625000
5,68875000
5,69625000
5,70375000
5,70875000
5,71125000
5,71625000
5,71875000
5,72125000
5,72375000
5,72875000
5,73125000
5,73875000
5,74125000
5,74375000
5,74625000
5,74875000
5,75125000
5,75625000
5,75875000
5,76125000
5,76375000
5,76625000
5,76875000
5,77625000
5,78125000
5,78375000
5,78625000
5,78875000
5,79125000
5,79375000
5,79625000
5,79875000
5,80125000
5,80375000
5,80625000
5,80875000
5,82375000
5,82875000
5,84625000
5,85625000
5,86625000
5,86875000
5,88125000
5,88875000
5,89875000
5,90125000
5,90375000
5,92125000
5,92625000
5,93875000
5,94125000
5,94625000
5,94875000
5,95125000
5,95375000
5,95625000
5,95875000
5,96125000
5,96375000
5,96625000
5,96875000
5,97375000
5,97625000
5,97875000
5,98125000
5,98875000
5,99375000
5,99625000
5,100125000
5,101625000
5,101875000
5,102375000
5,102625000
5,103375000
5,105875000
5,106625000
5,107125000
5,107625000
5,107875000
5,108375000
5,108625000
5,108875000
5,109125000
5,110375000
5,110625000
5,110875000
5,111125000
5,111625000
5,112375000
5,112625000
5,112875000
5,113625000
5,113875000
5,114375000
5,114625000
5,114875000
5,115125000
5,115375000
5,115625000
5,115875000
5,116125000
5,116375000
5,118375000
5,118875000
5,119125000
5,121125000
5,121625000
5,121875000
5,122625000
5,122875000
5,123875000
5,124375000
5,125875000
5,126125000
5,126375000
5,126625000
5,126875000
5,127125000
5,127375000
5,127625000
5,127875000
5,128375000
5,128875000
5,129125000
5,130375000
5,130625000
5,130875000
5,131125000
5,131375000
5,131625000
5,131875000
5,132125000
5,132375000
5,132625000
5,133125000
5,133375000
5,133875000
5,134125000
5,134375000
5,134625000
5,135125000
5,135375000
5,135625000
5,136875000
5,137125000
5,137375000
5,137625000
5,137875000
5,138875000
5,139125000
5,139625000
5,139875000
5,140125000
5,140375000
5,140625000
5,140875000
5,141125000
5,141375000
5,141625000
5,141875000
5,142375000
5,142625000
5,143625000
5,144625000
5,145125000
5,145375000
5,145625000
5,146125000
5,147125000
5,147375000
5,147875000
5,148125000
5,148375000
5,148625000
5,148875000
5,149125000
5,149375000
5,149625000
5,149875000
