	chrs	pos	DCIS	INV
SNP188	1	64625000	0.401361	0.380952
SNP189	1	65125000	0.409357	0.448276
SNP190	1	65375000	0.401597	0.387317
SNP191	1	65625000	0.404399	0.375
SNP192	1	65875000	0.407687	0.372149
SNP193	1	66125000	0.392977	0.421525
SNP194	1	66625000	0.401099	0.381215
SNP195	1	67125000	0.42201	0.418705
SNP196	1	67375000	0.403609	0.39114
SNP197	1	67625000	0.417257	0.450578
SNP198	1	67875000	0.413208	0.339806
SNP199	1	68625000	0.416514	0.415214
SNP200	1	68875000	0.285714	0.370536
SNP201	1	70625000	0.439746	0.482456
SNP202	1	70875000	0.382637	0.329949
SNP203	1	71375000	0.440061	0.479167
SNP204	1	71625000	0.449561	0.4625
SNP205	1	72375000	0.460674	0.433962
SNP206	1	74625000	0.391892	0.357143
SNP207	1	74875000	0.42132	0.385659
SNP208	1	75125000	0.411672	0.357298
SNP209	1	75375000	0.459459	0.421053
SNP210	1	75625000	0.416928	0.388889
SNP211	1	75875000	0.343575	0.485294
SNP212	1	76125000	0.402857	0.375767
SNP213	1	76375000	0.440572	0.382759
SNP214	1	76875000	0.489362	0.463415
SNP215	1	77375000	0.408163	0.125
SNP216	1	77625000	0.455157	0.405172
SNP217	1	78125000	0.438235	0.402062
SNP218	1	78375000	0.44	0.461538
SNP219	1	78625000	0.469697	0.46875
SNP220	1	79125000	0.432049	0.432343
SNP221	1	80625000	0.238095	0.357143
SNP222	1	81625000	0.478261	0.285714
SNP223	1	81875000	0.377358	0.443522
SNP224	1	82375000	0.355	0.389313
SNP225	1	83375000	0.444444	0.166667
SNP226	1	84375000	0.440239	0.476378
SNP227	1	84625000	0.423019	0.468531
SNP228	1	84875000	0.405128	0.414534
SNP229	1	85125000	0.439297	0.450292
SNP230	1	85375000	0.351464	0.456522
SNP231	1	85625000	0.403118	0.47343
SNP232	1	85875000	0.454955	0.423729
SNP233	1	86125000	0.439072	0.426396
SNP234	1	86375000	0.451631	0.446154
SNP235	1	86625000	0.427435	0.372549
SNP236	1	86875000	0.459941	0.441176
SNP237	1	87125000	0.423529	0.468504
SNP238	1	87375000	0.392086	0.430435
SNP239	1	87625000	0.389362	0.430939
SNP240	1	87875000	0.404762	0.235294
SNP241	1	89375000	0.408163	0.412371
SNP242	1	89625000	0.463722	0.476923
SNP243	1	90125000	0.32	0.457143
SNP244	1	90375000	0.358974	0.449438
SNP245	1	91625000	0.456522	0.416667
SNP246	1	91875000	0.450861	0.395833
SNP247	1	92125000	0.412752	0.45057
SNP248	1	92375000	0.426557	0.438889
SNP249	1	92625000	0.452581	0.475649
SNP250	1	92875000	0.440832	0.450079
SNP251	1	93125000	0.426901	0.41453
SNP252	1	93375000	0.459322	0.444444
SNP253	1	93625000	0.429635	0.434944
SNP254	1	93875000	0.310811	0.474074
SNP255	1	94125000	0.431746	0.36478
SNP256	1	94375000	0.441549	0.419094
SNP257	1	94625000	0.428286	0.420035
SNP258	1	95375000	0.448196	0.442997
SNP259	1	95625000	0.440433	0.467033
SNP260	1	96875000	0.433925	0.435644
SNP261	1	97125000	0.35443	0.470588
SNP262	1	97625000	0.441237	0.4375
SNP263	1	97875000	0.475904	0.333333
SNP264	1	98625000	0.435897	0.125
SNP265	1	99125000	0.430052	0.285714
SNP266	1	99875000	0.336283	0.5
SNP267	1	100125000	0.431971	0.434125
SNP268	1	100875000	0.368421	0.457045
SNP269	1	101125000	0.354545	0.351351
SNP270	1	101625000	0.453271	0.401515
SNP271	1	102375000	0.417582	0.409091
SNP272	1	103375000	0.416104	0.450549
SNP273	1	104125000	0.431593	0.441001
SNP274	1	104625000	0.422619	0.479452
SNP275	1	105125000	0.435897	0.363636
SNP276	1	107375000	0.470588	0.444444
SNP277	1	108125000	0.482569	0.356481
SNP278	1	108375000	0.0469799	0.218182
SNP279	1	108875000	0.419255	0.436364
SNP280	1	109125000	0.421712	0.423645
SNP281	1	109375000	0.436407	0.4533
SNP282	1	109625000	0.406554	0.443946
SNP283	1	109875000	0.389545	0.466063
SNP284	1	110125000	0.441115	0.450704
SNP285	1	110375000	0.422269	0.441441
SNP286	1	110625000	0.418756	0.368421
SNP287	1	110875000	0.37931	0.487085
SNP288	1	111125000	0.493631	0.42616
SNP289	1	111375000	0.474093	0.478788
SNP290	1	111625000	0.406202	0.422139
SNP291	1	111875000	0.460208	0.409412
SNP292	1	112125000	0.434269	0.44015
SNP293	1	112375000	0.426471	0.454128
SNP294	1	112875000	0.401099	0.342466
SNP295	1	113125000	0.351562	0.391753
SNP296	1	113375000	0.405063	0.394737
SNP297	1	113625000	0.40625	0.454545
SNP298	1	113875000	0.475309	0.4
SNP299	1	114125000	0.381579	0.442623
SNP300	1	114375000	0.412027	0.417112
SNP301	1	114625000	0.427903	0.46558
SNP302	1	114875000	0.401804	0.482759
SNP303	1	115125000	0.419171	0.436747
SNP304	1	115375000	0.392453	0.433628
SNP305	1	115625000	0.406742	0.427892
SNP306	1	116375000	0.392523	0.333333
SNP307	1	116625000	0.48855	0.413043
SNP308	1	117125000	0.425358	0.42654
SNP309	1	117375000	0.445913	0.446215
SNP310	1	117625000	0.450717	0.445396
SNP311	1	117875000	0.421927	0.451807
SNP312	1	118125000	0.460241	0.434783
SNP313	1	118375000	0.41989	0.456376
SNP314	1	118625000	0.409091	0.494505
SNP315	1	119625000	0.5	0.340909
SNP316	1	119875000	0.422222	0.435897
SNP317	1	120125000	0.425926	0.419811
SNP318	1	120375000	0.453656	0.437418
SNP319	1	120625000	0.304348	0.2
SNP320	1	120875000	0.373418	0.244681
SNP321	1	121125000	0.432671	0.348754
SNP322	1	121375000	0.274037	0.277932
SNP323	1	142625000	0.212701	0.270859
SNP324	1	142875000	0.108696	0.363636
SNP325	1	143125000	0.215909	0.125
SNP326	1	143375000	0.203571	0.153846
SNP327	1	143625000	0.406398	0.428571
SNP328	1	143875000	0.462656	0.468571
SNP329	1	144125000	0.316306	0.308511
SNP330	1	144625000	0.332518	0.412621
SNP331	1	144875000	0.399351	0.412512
SNP332	1	145125000	0.317107	0.379032
SNP333	1	145375000	0.376927	0.338104
SNP334	1	145625000	0.349807	0.281525
SNP335	1	145875000	0.318841	0.444444
SNP336	1	146125000	0.318885	0.445205
SNP337	1	146375000	0.318717	0.337856
SNP338	1	146625000	0.330351	0.309538
SNP339	1	146875000	0.332407	0.319347
SNP340	1	147125000	0.297959	0.269565
SNP341	1	147625000	0.362832	0.23913
SNP342	1	148125000	0.351506	0.324201
SNP343	1	148375000	0.284369	0.269373
SNP344	1	148625000	0.308673	0.328859
SNP345	1	148875000	0.258427	0.20398
SNP346	1	149125000	0.418395	0.420835
SNP347	1	149375000	0.364086	0.385185
SNP348	1	149625000	0.357914	0.407035
SNP349	1	149875000	0.335217	0.31182
SNP350	1	150125000	0.376782	0.297158
SNP351	1	150375000	0.372933	0.321339
SNP352	1	150625000	0.280303	0.333955
SNP353	1	150875000	0.392405	0.376114
SNP354	1	151125000	0.423389	0.415225
SNP355	1	151375000	0.390434	0.394015
SNP356	1	151625000	0.431008	0.461373
SNP357	1	151875000	0.395161	0.166667
SNP358	1	152125000	0.461119	0.441176
SNP359	1	152375000	0.467213	0.413428
SNP360	1	152625000	0.427184	0.382204
SNP361	1	152875000	0.401006	0.401656
SNP362	1	153125000	0.431722	0.412221
SNP363	1	153375000	0.448321	0.41226
SNP364	1	153625000	0.171946	0.247934
SNP365	1	153875000	0.296875	0.25
SNP366	1	154125000	0.446581	0.387255
SNP367	1	154375000	0.417568	0.447678
SNP368	1	154625000	0.455334	0.408876
SNP369	1	154875000	0.373239	0.313953
SNP370	1	155125000	0.445474	0.445351
SNP371	1	155375000	0.420523	0.385827
SNP372	1	155625000	0.3875	0.467391
SNP373	1	156125000	0.375576	0.421875
SNP374	1	156375000	0.452138	0.404977
SNP375	1	156625000	0.445174	0.411272
SNP376	1	156875000	0.425978	0.421352
SNP377	1	157125000	0.361702	0.487032
SNP378	1	157625000	0.432432	0.43295
SNP379	1	158125000	0.454106	0.413534
SNP380	1	158375000	0.467988	0.444822
SNP381	1	158625000	0.42947	0.431317
SNP382	1	158875000	0.44	0.400668
SNP383	1	159125000	0.409091	0.340517
SNP384	1	159375000	0.392857	0.397146
SNP385	1	159625000	0.272727	0.420732
SNP386	1	159875000	0.411525	0.415017
SNP387	1	160125000	0.436323	0.430412
SNP388	1	160375000	0.424306	0.433251
SNP389	1	160625000	0.202658	0.159292
SNP390	1	160875000	0.457036	0.437278
SNP391	1	161125000	0.439163	0.43774
SNP392	1	161375000	0.411851	0.418002
SNP393	1	161625000	0.406364	0.406764
SNP394	1	161875000	0.475	0.413509
SNP395	1	162375000	0.424188	0.420912
SNP396	1	162625000	0.431111	0.425287
SNP397	1	162875000	0.473054	0.442857
SNP398	1	163125000	0.457983	0.38806
SNP399	1	163375000	0.434762	0.439597
SNP400	1	164375000	0.47561	0.446809
SNP401	1	164625000	0.48855	0.351351
SNP402	1	165125000	0.436266	0.411215
SNP403	1	165375000	0.460241	0.369272
SNP404	1	165625000	0.43	0.455584
SNP405	1	165875000	0.416667	0.3125
SNP406	1	166125000	0.487719	0.415704
SNP407	1	166375000	0.434276	0.39604
SNP408	1	166625000	0.440678	0.44
SNP409	1	166875000	0.428149	0.408277
SNP410	1	167125000	0.36039	0.380392
SNP411	1	167375000	0.480874	0.421525
SNP412	1	167625000	0.5	0.397222
SNP413	1	167875000	0.43047	0.421881
SNP414	1	168125000	0.417337	0.376114
SNP415	1	168625000	0.387692	0.417526
SNP416	1	168875000	0.371795	0.487179
SNP417	1	169125000	0.192771	0.142857
SNP418	1	169625000	0.441275	0.400291
SNP419	1	169875000	0.44	0.433962
SNP420	1	170125000	0.459584	0.428571
SNP421	1	170375000	0.496894	0.398601
SNP422	1	170625000	0.43299	0.380952
SNP423	1	170875000	0.405405	0.431034
SNP424	1	171125000	0.381085	0.445977
SNP425	1	171375000	0.367273	0.38806
SNP426	1	171625000	0.411532	0.417941
SNP427	1	171875000	0.356397	0.328804
SNP428	1	172125000	0.412	0.394309
SNP429	1	172375000	0.392361	0.397351
SNP430	1	172625000	0.389222	0.437824
SNP431	1	173125000	0.460177	0.3125
SNP432	1	173625000	0.228571	0.49505
SNP433	1	173875000	0.425445	0.383387
SNP434	1	174125000	0.388167	0.390845
SNP435	1	174375000	0.370062	0.286245
SNP436	1	174875000	0.409336	0.363636
SNP437	1	175125000	0.410361	0.3835
SNP438	1	175375000	0.369643	0.435484
SNP439	1	175875000	0.436893	0.4
SNP440	1	176125000	0.385965	0.38342
SNP441	1	176625000	0.484375	0.348148
SNP442	1	176875000	0.410845	0.351682
SNP443	1	177125000	0.41227	0.429487
SNP444	1	177875000	0.42163	0.414876
SNP445	1	178125000	0.424658	0.428571
SNP446	1	178375000	0.343348	0.371166
SNP447	1	178625000	0.422078	0.416471
SNP448	1	178875000	0.403047	0.424069
SNP449	1	179125000	0.441955	0.444444
SNP450	1	179375000	0.426667	0.4125
SNP451	1	179625000	0.407463	0.380173
SNP452	1	179875000	0.439394	0.400266
SNP453	1	180125000	0.418588	0.400322
SNP454	1	180375000	0.419277	0.372694
SNP455	1	180875000	0.445783	0.415686
SNP456	1	181125000	0.41791	0.176471
SNP457	1	181625000	0.409505	0.410769
SNP458	1	181875000	0.43371	0.402062
SNP459	1	182125000	0.397727	0.479167
SNP460	1	182375000	0.360825	0.48105
SNP461	1	182625000	0.418	0.383403
SNP462	1	182875000	0.426273	0.392617
SNP463	1	183125000	0.424406	0.40532
SNP464	1	183375000	0.417407	0.368852
SNP465	1	183625000	0.420772	0.405386
SNP466	1	183875000	0.444765	0.406583
SNP467	1	184125000	0.38	0.333333
SNP468	1	184625000	0.377749	0.419192
SNP469	1	184875000	0.428988	0.398458
SNP470	1	186125000	0.333333	0.442308
SNP471	1	186375000	0.388571	0.35
SNP472	1	186625000	0.333333	0.222222
SNP473	1	186875000	0.420022	0.37006
SNP474	1	187625000	0.441718	0.429368
SNP475	1	189125000	0.410526	0.428571
SNP476	1	189875000	0.28	0.363868
SNP477	1	190125000	0.361905	0.317073
SNP478	1	192125000	0.494845	0.448276
SNP479	1	192625000	0.448819	0.382979
SNP480	1	192875000	0.366516	0.283333
SNP481	1	193125000	0.404175	0.40264
SNP482	1	194125000	0.378571	0.345455
SNP483	1	195375000	0.142857	0.409091
SNP484	1	196625000	0.330275	0.377778
SNP485	1	197375000	0.35	0.425595
SNP486	1	197625000	0.298544	0.427481
SNP487	1	198125000	0.258264	0.401575
SNP488	1	198375000	0.344322	0.318182
SNP489	1	198625000	0.340019	0.421941
SNP490	1	198875000	0.383954	0.389535
SNP491	1	199375000	0.214286	0.4
SNP492	1	199625000	0.29697	0.366667
SNP493	1	199875000	0.247423	0.268293
SNP494	1	200125000	0.299145	0.332268
SNP495	1	200625000	0.25827	0.383028
SNP496	1	200875000	0.275785	0.372308
SNP497	1	201125000	0.273557	0.339476
SNP498	1	201375000	0.291997	0.337196
SNP499	1	201875000	0.241135	0.328125
SNP500	1	202125000	0.293177	0.363889
SNP501	1	202375000	0.255363	0.311448
SNP502	1	202625000	0.105263	0.280303
SNP503	1	202875000	0.263374	0.37037
SNP504	1	203125000	0.292779	0.360941
SNP505	1	203375000	0.268222	0.327381
SNP506	1	203625000	0.32368	0.366559
SNP507	1	203875000	0.226415	0.352601
SNP508	1	204125000	0.311579	0.330233
SNP509	1	204375000	0.275093	0.357143
SNP510	1	204625000	0.256997	0.29249
SNP511	1	204875000	0.302901	0.342327
SNP512	1	205125000	0.29376	0.401709
SNP513	1	205375000	0.284858	0.306785
SNP514	1	205625000	0.219355	0.333333
SNP515	1	205875000	0.38913	0.44186
SNP516	1	206125000	0.282316	0.34106
SNP517	1	206625000	0.311092	0.380247
SNP518	1	206875000	0.275036	0.336315
SNP519	1	207125000	0.27299	0.3625
SNP520	1	207375000	0.28013	0.30839
SNP521	1	207625000	0.254524	0.280936
SNP522	1	207875000	0.255382	0.335736
SNP523	1	208125000	0.287179	0.294304
SNP524	1	208375000	0.265583	0.322684
SNP525	1	209875000	0.241893	0.31514
SNP526	1	210125000	0.234008	0.307692
SNP527	1	210375000	0.225	0.333333
SNP528	1	210625000	0.22395	0.283721
SNP529	1	210875000	0.212121	0.25
SNP530	1	211375000	0.205534	0.40625
SNP531	1	211625000	0.204819	0.470588
SNP532	1	211875000	0.223776	0.320513
SNP533	1	212125000	0.277778	0.362275
SNP534	1	212375000	0.208145	0.36
SNP535	1	212625000	0.262055	0.361842
SNP536	1	213125000	0.423913	0.269939
SNP537	1	214625000	0.328864	0.379699
SNP538	1	214875000	0.280148	0.359823
SNP539	1	215625000	0.2375	0.392857
SNP540	1	215875000	0.306733	0.341207
SNP541	1	216125000	0.258145	0.37415
SNP542	1	216375000	0.289406	0.331429
SNP543	1	216625000	0.234783	0.458333
SNP544	1	216875000	0.217391	0.292683
SNP545	1	217625000	0.300836	0.356164
SNP546	1	217875000	0.200787	0.305842
SNP547	1	218375000	0.262411	0.294118
SNP548	1	219125000	0.190476	0.375
SNP549	1	220125000	0.262632	0.326274
SNP550	1	220375000	0.262045	0.308446
SNP551	1	220875000	0.264878	0.308824
SNP552	1	221625000	0.277419	0.32766
SNP553	1	221875000	0.2	0.338346
SNP554	1	222625000	0.270498	0.339535
SNP555	1	222875000	0.291258	0.320411
SNP556	1	223125000	0.282511	0.338028
SNP557	1	223375000	0.206897	0.309091
SNP558	1	223625000	0.284165	0.256757
SNP559	1	223875000	0.293242	0.350135
SNP560	1	224125000	0.307829	0.328512
SNP561	1	224375000	0.282609	0.284615
SNP562	1	224875000	0.266667	0.47619
SNP563	1	225125000	0.258503	0.48
SNP564	1	225625000	0.232412	0.286837
SNP565	1	226125000	0.299553	0.303371
SNP566	1	226375000	0.254839	0.358209
SNP567	1	226625000	0.284987	0.4
SNP568	1	227125000	0.266425	0.296837
SNP569	1	227375000	0.282376	0.310406
SNP570	1	227625000	0.33711	0.467192
SNP571	1	227875000	0.305958	0.365248
SNP572	1	228125000	0.244444	0.3083
SNP573	1	228375000	0.286706	0.298023
SNP574	1	228625000	0.27199	0.314554
SNP575	1	228875000	0.320988	0.314815
SNP576	1	229375000	0.23064	0.384615
SNP577	1	229625000	0.264789	0.341609
SNP578	1	230375000	0.284983	0.325
SNP579	1	230875000	0.279541	0.280528
SNP580	1	231125000	0.274685	0.330873
SNP581	1	231375000	0.256329	0.327327
SNP582	1	231625000	0.293478	0.319728
SNP583	1	231875000	0.27762	0.235294
SNP584	1	232125000	0.279352	0.305556
SNP585	1	232625000	0.313208	0.270833
SNP586	1	232875000	0.26087	0.329114
SNP587	1	233125000	0.262693	0.267606
SNP588	1	233375000	0.234134	0.292271
SNP589	1	233625000	0.230769	0.323529
SNP590	1	233875000	0.248408	0.257143
SNP591	1	234125000	0.261905	0.208333
SNP592	1	234375000	0.267748	0.277372
SNP593	1	234625000	0.339299	0.325
SNP594	1	235375000	0.335534	0.311419
SNP595	1	235625000	0.321066	0.353503
SNP596	1	236125000	0.25463	0.243243
SNP597	1	236375000	0.318596	0.29517
SNP598	1	236625000	0.254967	0.291667
SNP599	1	236875000	0.314869	0.327103
SNP600	1	237125000	0.267071	0.327311
SNP601	1	237625000	0.278481	0.275168
SNP602	1	237875000	0.318881	0.346213
SNP603	1	238125000	0.274194	0.376147
SNP604	1	240125000	0.259887	0.407407
SNP605	1	240375000	0.301123	0.358752
SNP606	1	240625000	0.333333	0.367347
SNP607	1	240875000	0.361829	0.347619
SNP608	1	241125000	0.268707	0.327381
SNP609	1	241625000	0.233748	0.387755
SNP610	1	241875000	0.305922	0.348197
SNP611	1	242125000	0.307249	0.376842
SNP612	1	242375000	0.321678	0.4
SNP613	1	242875000	0.312	0.212121
SNP614	1	243375000	0.314917	0.342342
SNP615	1	243625000	0.229167	0.380208
SNP616	1	244625000	0.307172	0.313253
SNP617	1	245125000	0.281802	0.359031
SNP618	1	245375000	0.269231	0.206897
SNP619	1	245625000	0.306122	0.337209
SNP620	1	245875000	0.241935	0.260116
SNP621	1	246125000	0.262279	0.324752
SNP622	1	246625000	0.222506	0.313187
SNP623	1	246875000	0.170732	0.39
SNP624	1	247125000	0.248789	0.334568
SNP625	1	247375000	0.224181	0.324716
SNP626	1	247625000	0.237933	0.304035
SNP627	1	247875000	0.33913	0.428571
SNP628	1	248125000	0.329545	0.381271
SNP629	1	248375000	0.23127	0.371981
SNP630	1	248625000	0.305408	0.293981
SNP631	1	248875000	0.309751	0.345146
SNP632	1	249125000	0.347826	0.298701
SNP633	10	125000	0.291045	0.261905
SNP634	10	375000	0.325926	0.300578
SNP635	10	875000	0.361111	0.232558
SNP636	10	1125000	0.356977	0.334005
SNP637	10	1375000	0.34322	0.25625
SNP638	10	3125000	0.365198	0.330409
SNP639	10	3875000	0.3375	0.333333
SNP640	10	4875000	0.0300752	0.311828
SNP641	10	5125000	0.300051	0.329902
SNP642	10	5375000	0.379747	0.186813
SNP643	10	5625000	0.294737	0.28
SNP644	10	5875000	0.342569	0.30618
SNP645	10	6125000	0.30941	0.319679
SNP646	10	6375000	0.277528	0.209877
SNP647	10	6625000	0.346821	0.325
SNP648	10	6875000	0.413793	0.428571
SNP649	10	7125000	0.254286	0.326829
SNP650	10	7375000	0.339623	0.349367
SNP651	10	7625000	0.303657	0.330524
SNP652	10	7875000	0.280624	0.331815
SNP653	10	8125000	0.309924	0.283293
SNP654	10	9875000	0.446429	0.459459
SNP655	10	10875000	0.45098	0.190476
SNP656	10	11375000	0.393939	0.353982
SNP657	10	11625000	0.239748	0.335211
SNP658	10	11875000	0.33956	0.301435
SNP659	10	12125000	0.324815	0.316667
SNP660	10	12375000	0.286245	0.344262
SNP661	10	13125000	0.315789	0.274847
SNP662	10	13375000	0.326409	0.320588
SNP663	10	13625000	0.315274	0.324961
SNP664	10	13875000	0.327801	0.313043
